,player,total_workers,total_army_value,total_army,time,fraction,winner,replay_filename
469,LiquidTLO,22,1375,23,281,Z,1,replays/2ndRun\7b494d1fff4a4d398a00a17024e3d7cb.SC2Replay
470,SouLeer,15,1200,29,285,Z,0,replays/2ndRun\7b494d1fff4a4d398a00a17024e3d7cb.SC2Replay
471,Reynor,86,6850,97,745,Z,1,replays/2ndRun\7b4c7217346c4ce5a4f37dde38fd4ac7.SC2Replay
472,Clem,74,3500,24,745,T,0,replays/2ndRun\7b4c7217346c4ce5a4f37dde38fd4ac7.SC2Replay
473,Dolan,12,0,0,0,T,0,replays/2ndRun\7b50c3c19d9b45c287a30bfa7b5adc4a.SC2Replay
474,SLeet,12,100,1,0,Z,1,replays/2ndRun\7b50c3c19d9b45c287a30bfa7b5adc4a.SC2Replay
475,Mana,60,1700,6,549,P,1,replays/2ndRun\7b5cbfc6356942da9bfb483b51e27709.SC2Replay
476,Silky,52,3625,50,520,Z,0,replays/2ndRun\7b5cbfc6356942da9bfb483b51e27709.SC2Replay
477,OGZest,50,775,4,502,P,1,replays/2ndRun\7b781fe8915d47d8bce49e4b3d274f63.SC2Replay
478,Kas,46,1700,19,497,T,0,replays/2ndRun\7b781fe8915d47d8bce49e4b3d274f63.SC2Replay
479,herO,36,550,2,711,P,1,replays/2ndRun\7b89e686657b4849ba7fb1265e63d708.SC2Replay
480,Snute,24,3900,50,694,Z,0,replays/2ndRun\7b89e686657b4849ba7fb1265e63d708.SC2Replay
481,Bails,52,1325,7,683,P,1,replays/2ndRun\7b964cfaa2014d2a9dad265a7406c563.SC2Replay
482,Pokebunny,42,3350,41,611,T,0,replays/2ndRun\7b964cfaa2014d2a9dad265a7406c563.SC2Replay
483,uThermal,54,3750,50,660,T,1,replays/2ndRun\7bd4f554ae6749988ee925a1c64225b0.SC2Replay
484,Zanster,47,7300,102,675,Z,0,replays/2ndRun\7bd4f554ae6749988ee925a1c64225b0.SC2Replay
485,Ziggy,29,450,5,301,T,0,replays/2ndRun\7c0d29c3fbb74a65ae5a230cf50d3655.SC2Replay
486,ZhuGeLiang,32,1050,15,300,Z,1,replays/2ndRun\7c0d29c3fbb74a65ae5a230cf50d3655.SC2Replay
487,Lambo,46,7700,91,712,Z,0,replays/2ndRun\7c152a8f8c6f46abb4592c74471ce7cc.SC2Replay
488,puCK,66,1725,6,754,P,1,replays/2ndRun\7c152a8f8c6f46abb4592c74471ce7cc.SC2Replay
489,GuMiho,42,5050,51,963,T,1,replays/2ndRun\7c2728aeea5647d5af3cbe2bd4d14260.SC2Replay
490,TYTY,52,4750,51,975,T,0,replays/2ndRun\7c2728aeea5647d5af3cbe2bd4d14260.SC2Replay
491,soul,50,2500,17,571,T,1,replays/2ndRun\7c39bd730c6c4834a59dfe2d3ad4eb17.SC2Replay
492,Kas,41,2375,17,571,T,0,replays/2ndRun\7c39bd730c6c4834a59dfe2d3ad4eb17.SC2Replay
493,Expect,41,1300,11,448,T,0,replays/2ndRun\7c4a84e6b50a47d4a62c8aa9f0fc8c6f.SC2Replay
494,Fist,37,1800,32,455,Z,1,replays/2ndRun\7c4a84e6b50a47d4a62c8aa9f0fc8c6f.SC2Replay
495,iGXiGua,71,4025,36,527,P,0,replays/2ndRun\7c52b27c5aa444459d815d9680196500.SC2Replay
496,iGRushcrazy,69,1425,7,527,P,0,replays/2ndRun\7c52b27c5aa444459d815d9680196500.SC2Replay
497,iGMacSed,0,0,0,0,U,0,replays/2ndRun\7c52b27c5aa444459d815d9680196500.SC2Replay
498,iGJim,0,0,0,0,U,0,replays/2ndRun\7c52b27c5aa444459d815d9680196500.SC2Replay
499,Reynor,86,11850,147,1158,Z,1,replays/2ndRun\7c580096c45541c88828a1b21270c65a.SC2Replay
500,lllIIIIllll,77,5050,14,1171,P,0,replays/2ndRun\7c580096c45541c88828a1b21270c65a.SC2Replay
501,Serral,74,3175,69,720,Z,1,replays/2ndRun\7c5fa11edc6b4a8cb160ae83085aa323.SC2Replay
502,PiLiPiLi,56,2350,20,722,P,0,replays/2ndRun\7c5fa11edc6b4a8cb160ae83085aa323.SC2Replay
503,Solar,85,10425,155,896,Z,1,replays/2ndRun\7c686c769ec149019b3ab5ef44eaeabe.SC2Replay
504,lIIllllIIlll,83,6350,61,930,T,0,replays/2ndRun\7c686c769ec149019b3ab5ef44eaeabe.SC2Replay
505,Snute,62,1525,22,509,Z,0,replays/2ndRun\7c815771fe774105ab79934299c135a5.SC2Replay
506,Reynor,58,2100,38,519,Z,1,replays/2ndRun\7c815771fe774105ab79934299c135a5.SC2Replay
507,Stephano,17,650,12,196,Z,1,replays/2ndRun\7c932d9ee9c7473eacd518903eb509bb.SC2Replay
508,MMA,22,150,2,193,T,0,replays/2ndRun\7c932d9ee9c7473eacd518903eb509bb.SC2Replay
509,HeroMarine,49,3500,38,602,T,0,replays/2ndRun\7cacae491a1d4ad28ca181961983c274.SC2Replay
510,OGZest,64,850,3,714,P,1,replays/2ndRun\7cacae491a1d4ad28ca181961983c274.SC2Replay
511,uThermal,39,2125,27,668,T,0,replays/2ndRun\7cbf23cf7d5d44919601a81aa2a248fe.SC2Replay
512,INnoVation,50,2400,19,517,T,1,replays/2ndRun\7cbf23cf7d5d44919601a81aa2a248fe.SC2Replay
513,SortOf,81,10000,131,817,Z,1,replays/2ndRun\7cc5efed6666433cb72c866368b747b0.SC2Replay
514,Time,68,7000,87,810,T,0,replays/2ndRun\7cc5efed6666433cb72c866368b747b0.SC2Replay
515,Maru,47,1750,14,525,T,1,replays/2ndRun\7d0678a239c94f639b04e1b2893ecf08.SC2Replay
516,Crimson,56,2325,30,532,Z,0,replays/2ndRun\7d0678a239c94f639b04e1b2893ecf08.SC2Replay
517,Nerchio,58,8400,72,786,Z,1,replays/2ndRun\7d0aad86fb614eea815702d0cda2a4ff.SC2Replay
518,SortOf,66,11150,92,799,Z,0,replays/2ndRun\7d0aad86fb614eea815702d0cda2a4ff.SC2Replay
519,HuShang,28,625,4,295,P,1,replays/2ndRun\7d4ce3f69d02405bbd268cea6cb28f9c.SC2Replay
520,MaDSci,27,350,7,326,T,0,replays/2ndRun\7d4ce3f69d02405bbd268cea6cb28f9c.SC2Replay
521,LiquidMaNa,21,1475,9,543,P,0,replays/2ndRun\7d5cdfd18f44492ab23b487c497f5d8c.SC2Replay
522,Bly,20,650,21,234,Z,1,replays/2ndRun\7d5cdfd18f44492ab23b487c497f5d8c.SC2Replay
523,Clem,71,4600,46,759,T,1,replays/2ndRun\7d74cb5e66af441fb7498a425831e6c5.SC2Replay
524,HuT,62,4750,49,764,T,0,replays/2ndRun\7d74cb5e66af441fb7498a425831e6c5.SC2Replay
525,Snute,18,650,12,207,Z,1,replays/2ndRun\7d7f754a15c642288d7fed80283b02b1.SC2Replay
526,Lambo,19,450,9,201,Z,0,replays/2ndRun\7d7f754a15c642288d7fed80283b02b1.SC2Replay
527,Lambo,82,11175,170,958,Z,0,replays/2ndRun\7d82d0bcc4e14eccafc9684eaa194f36.SC2Replay
528,Clem,76,8750,85,952,T,1,replays/2ndRun\7d82d0bcc4e14eccafc9684eaa194f36.SC2Replay
529,Crow,34,1775,32,481,Z,1,replays/2ndRun\7d860b26b463419d987e1562f7c54481.SC2Replay
530,NoRegreT,23,2075,42,477,Z,0,replays/2ndRun\7d860b26b463419d987e1562f7c54481.SC2Replay
531,Kelazhur,19,300,3,232,T,1,replays/2ndRun\7d97a74a45aa43a5a880a4a6ac173eba.SC2Replay
532,Light,21,200,3,218,T,0,replays/2ndRun\7d97a74a45aa43a5a880a4a6ac173eba.SC2Replay
533,CMStormPolt,51,2850,36,688,T,1,replays/2ndRun\7da3e552a5ee4e3788b837428aa015a2.SC2Replay
534,viOLet,51,4950,41,664,Z,0,replays/2ndRun\7da3e552a5ee4e3788b837428aa015a2.SC2Replay
535,SortOf,42,1200,11,463,Z,0,replays/2ndRun\7da5495487894466a9483b8901a984ca.SC2Replay
536,Elazer,41,2125,28,466,Z,1,replays/2ndRun\7da5495487894466a9483b8901a984ca.SC2Replay
537,SpaceJam,52,1975,27,809,T,0,replays/2ndRun\7dbc3e54835c4eed90772a07fa62289e.SC2Replay
538,Pure,55,2325,9,801,P,1,replays/2ndRun\7dbc3e54835c4eed90772a07fa62289e.SC2Replay
539,PiLiPiLi,24,1250,7,300,P,0,replays/2ndRun\7dc68ad351cf4c7b918019c0f17a8bde.SC2Replay
540,Neeb,26,1200,7,317,P,1,replays/2ndRun\7dc68ad351cf4c7b918019c0f17a8bde.SC2Replay
541,Kelazhur,28,1700,18,568,T,0,replays/2ndRun\7dd42a4f2eea4d76a47b29f21a1cba4e.SC2Replay
542,Light,46,1775,12,560,T,1,replays/2ndRun\7dd42a4f2eea4d76a47b29f21a1cba4e.SC2Replay
543,Stats,64,2600,10,818,P,1,replays/2ndRun\7dd869ebae82455d8487edfc8e6b9bb6.SC2Replay
544,TYTY,61,8375,86,948,T,0,replays/2ndRun\7dd869ebae82455d8487edfc8e6b9bb6.SC2Replay
545,DnS,45,800,4,392,P,1,replays/2ndRun\7de0cd78b8d24cf18c8eccef752c9860.SC2Replay
546,Zanster,49,1450,17,413,Z,0,replays/2ndRun\7de0cd78b8d24cf18c8eccef752c9860.SC2Replay
547,SortOf,14,1200,27,250,Z,0,replays/2ndRun\7df39b06b04643eeac12da6c4aa0eec1.SC2Replay
548,Snute,42,1750,22,461,Z,1,replays/2ndRun\7df39b06b04643eeac12da6c4aa0eec1.SC2Replay
549,DnS,72,2650,10,694,P,0,replays/2ndRun\7e4f463a0cda43b49d03e918a47cc93e.SC2Replay
550,LiquidSnute,79,6925,101,751,Z,1,replays/2ndRun\7e4f463a0cda43b49d03e918a47cc93e.SC2Replay
551,SpeCial,58,6200,76,1332,T,1,replays/2ndRun\7e5cf168990347159e643e6c99ff0236.SC2Replay
552,Reynor,61,10450,79,1320,Z,0,replays/2ndRun\7e5cf168990347159e643e6c99ff0236.SC2Replay
553,Jarppi,52,2800,39,729,T,0,replays/2ndRun\7e701357bb664e8bad002b5a065eab2f.SC2Replay
554,Erik,54,6325,62,733,Z,1,replays/2ndRun\7e701357bb664e8bad002b5a065eab2f.SC2Replay
555,LiquidSnute,77,10300,82,895,Z,1,replays/2ndRun\7e733e1eea684cd99826554b80de78f9.SC2Replay
556,BLY,69,10350,81,914,Z,0,replays/2ndRun\7e733e1eea684cd99826554b80de78f9.SC2Replay
557,Neeblet,73,5875,17,974,P,1,replays/2ndRun\7e85382b15734483a9ebfcbed12f7ed3.SC2Replay
558,SortOf,74,9400,84,940,Z,0,replays/2ndRun\7e85382b15734483a9ebfcbed12f7ed3.SC2Replay
559,Ziggy,38,1300,20,407,T,0,replays/2ndRun\7e85c1254e094bc296346ccb82075f71.SC2Replay
560,HuShang,42,650,5,360,P,1,replays/2ndRun\7e85c1254e094bc296346ccb82075f71.SC2Replay
561,JJAKJI,54,2725,30,629,T,0,replays/2ndRun\7ecdbcae88f94e33889019dd207c1091.SC2Replay
562,Solar,68,4525,79,634,Z,1,replays/2ndRun\7ecdbcae88f94e33889019dd207c1091.SC2Replay
563,soul,45,1000,9,455,T,0,replays/2ndRun\7efb7316b27e436a8c8e3b43f5882478.SC2Replay
564,soO,37,3350,42,451,Z,1,replays/2ndRun\7efb7316b27e436a8c8e3b43f5882478.SC2Replay
565,puCK,61,1575,7,570,P,1,replays/2ndRun\7efc5537e39045efa5686bf768a98fe7.SC2Replay
566,Crimson,47,3475,66,597,Z,0,replays/2ndRun\7efc5537e39045efa5686bf768a98fe7.SC2Replay
567,诡丶计,59,1975,17,491,Z,0,replays/2ndRun\7f113a0eb3194b05a326d267aa5c4598.SC2Replay
568,喵帕斯,47,1650,9,487,P,0,replays/2ndRun\7f113a0eb3194b05a326d267aa5c4598.SC2Replay
569,iGJim,0,0,0,0,U,1,replays/2ndRun\7f113a0eb3194b05a326d267aa5c4598.SC2Replay
570,iGRushcrazy,0,0,0,0,U,1,replays/2ndRun\7f113a0eb3194b05a326d267aa5c4598.SC2Replay
571,ByRada,21,2225,55,411,Z,0,replays/2ndRun\7f24651c32db480582794280a8e056fb.SC2Replay
572,Kelazhur,39,1050,14,403,T,1,replays/2ndRun\7f24651c32db480582794280a8e056fb.SC2Replay
573,SortOf,50,5200,66,548,Z,0,replays/2ndRun\7f2e4ab0fb164d97ade88f312d1f53e8.SC2Replay
574,llllllllllll,44,1800,8,456,P,1,replays/2ndRun\7f2e4ab0fb164d97ade88f312d1f53e8.SC2Replay
575,DnS,45,1250,7,561,P,0,replays/2ndRun\7f31ab542a5740c2a648982d499ffd38.SC2Replay
576,ShoWTimE,47,1625,9,565,P,1,replays/2ndRun\7f31ab542a5740c2a648982d499ffd38.SC2Replay
577,ShoWTimE,67,1300,6,578,P,1,replays/2ndRun\7f338a6541694552bbde7a1d4ffa0f8c.SC2Replay
578,Namshar,67,3350,31,688,Z,0,replays/2ndRun\7f338a6541694552bbde7a1d4ffa0f8c.SC2Replay
579,NoPinSea,65,4075,15,707,P,0,replays/2ndRun\7f398bb395934c16826bcacee17b8d14.SC2Replay
580,Petraeus,82,5050,56,760,Z,1,replays/2ndRun\7f398bb395934c16826bcacee17b8d14.SC2Replay
581,llllllllllll,35,350,2,297,P,1,replays/2ndRun\7f49b0896b9f414aa701a26aa9f22826.SC2Replay
582,liquidthermy,27,400,8,302,T,0,replays/2ndRun\7f49b0896b9f414aa701a26aa9f22826.SC2Replay
583,aLive,48,2850,33,582,T,1,replays/2ndRun\7f4cdcdf35024b0497316b27564f1b2a.SC2Replay
584,Neeb,52,1025,7,570,P,0,replays/2ndRun\7f4cdcdf35024b0497316b27564f1b2a.SC2Replay
585,Patience,36,375,3,360,P,1,replays/2ndRun\7f5166b55c794cc2b90363d3f8c0549a.SC2Replay
586,aAaMiNiMaTh,33,1075,21,360,Z,0,replays/2ndRun\7f5166b55c794cc2b90363d3f8c0549a.SC2Replay
587,KoMA,48,1750,12,542,T,0,replays/2ndRun\7f5af5d135f14d7eb41e4efbcd06bcd9.SC2Replay
588,CMStormPolt,46,2200,19,550,T,1,replays/2ndRun\7f5af5d135f14d7eb41e4efbcd06bcd9.SC2Replay
589,Serral,57,3200,32,493,Z,1,replays/2ndRun\7f60acde9e00498cbe9c3ac93ab6628f.SC2Replay
590,Zest,46,1225,7,486,P,0,replays/2ndRun\7f60acde9e00498cbe9c3ac93ab6628f.SC2Replay
591,GogojOey,37,1200,13,340,Z,1,replays/2ndRun\7f676fca70a948eb9db4477c17d6fd17.SC2Replay
592,yohilo,26,625,8,346,T,0,replays/2ndRun\7f676fca70a948eb9db4477c17d6fd17.SC2Replay
593,InZaNe,31,1250,8,382,T,1,replays/2ndRun\7f6be81170c94083b01815d813990b2e.SC2Replay
594,Clem,37,1100,13,379,T,0,replays/2ndRun\7f6be81170c94083b01815d813990b2e.SC2Replay
595,Zanster,74,8950,76,841,Z,1,replays/2ndRun\7f90426d51594f2ab83c44e83d4c13f2.SC2Replay
596,cloudy,69,4350,16,770,P,0,replays/2ndRun\7f90426d51594f2ab83c44e83d4c13f2.SC2Replay
597,iGXiGua,69,5525,88,671,Z,0,replays/2ndRun\7f96c5614fc54725bc38b750215b4984.SC2Replay
598,iGRushcrazy,72,2325,11,567,P,1,replays/2ndRun\7f96c5614fc54725bc38b750215b4984.SC2Replay
599,Ziggy,60,3075,17,690,T,0,replays/2ndRun\7f96c7c9781849e4a1c796b548bc9a19.SC2Replay
600,Elazer,64,5050,43,632,Z,1,replays/2ndRun\7f96c7c9781849e4a1c796b548bc9a19.SC2Replay
601,Snute,20,1150,20,264,Z,0,replays/2ndRun\7f9ff54f836a45bd9b96ae97a6e396d5.SC2Replay
602,Harstem,22,0,0,196,P,1,replays/2ndRun\7f9ff54f836a45bd9b96ae97a6e396d5.SC2Replay
603,Scarlett,59,4500,31,785,Z,0,replays/2ndRun\7fa6466115f341569e55da0f36a2c395.SC2Replay
604,aLive,48,3600,39,776,T,1,replays/2ndRun\7fa6466115f341569e55da0f36a2c395.SC2Replay
605,liquidthermy,15,125,1,173,T,0,replays/2ndRun\7fd5cd7f5c4545a381e5b2a71205647d.SC2Replay
606,Neeblet,23,100,1,190,P,1,replays/2ndRun\7fd5cd7f5c4545a381e5b2a71205647d.SC2Replay
607,Harstem,74,3025,11,850,P,0,replays/2ndRun\8a27976428d24eb9a1e02a10cb36dca6.SC2Replay
608,Namshar,86,5500,45,818,Z,1,replays/2ndRun\8a27976428d24eb9a1e02a10cb36dca6.SC2Replay
609,aLive,69,3525,37,620,T,1,replays/2ndRun\8a36b06598c24488bc3c5d0f499919a0.SC2Replay
610,TYTY,66,2800,19,620,T,0,replays/2ndRun\8a36b06598c24488bc3c5d0f499919a0.SC2Replay
611,puCK,55,1600,6,996,P,0,replays/2ndRun\8a43046e568346be83b11bcbeb80b1b5.SC2Replay
612,uThermal,55,5525,49,989,T,1,replays/2ndRun\8a43046e568346be83b11bcbeb80b1b5.SC2Replay
613,Petraeus,38,3250,35,497,Z,1,replays/2ndRun\8a4bdb1a9c3d49a5b7766f676d71d753.SC2Replay
614,PiG,37,2900,43,495,Z,0,replays/2ndRun\8a4bdb1a9c3d49a5b7766f676d71d753.SC2Replay
615,Optimus,65,7700,79,1058,T,0,replays/2ndRun\8a4fdb9990b04194b52b741f53393804.SC2Replay
616,LiquidTLO,78,9850,162,1016,Z,1,replays/2ndRun\8a4fdb9990b04194b52b741f53393804.SC2Replay
617,Nice,33,425,3,652,P,0,replays/2ndRun\8a5141dd21ef47709120ac94c5e3d3df.SC2Replay
618,ShoWTimE,44,2125,10,494,P,1,replays/2ndRun\8a5141dd21ef47709120ac94c5e3d3df.SC2Replay
619,MightyKiwi,55,9450,77,883,Z,1,replays/2ndRun\8a61c136b3b04639b361b4ff70ed48ce.SC2Replay
620,PandaBearMe,56,6400,63,730,Z,0,replays/2ndRun\8a61c136b3b04639b361b4ff70ed48ce.SC2Replay
621,Nerchio,73,5650,49,676,Z,0,replays/2ndRun\8a6588f9ca76474aa94d70fc7e2ed61e.SC2Replay
622,Scarlett,66,8550,96,676,Z,1,replays/2ndRun\8a6588f9ca76474aa94d70fc7e2ed61e.SC2Replay
623,Stats,65,1200,5,670,P,1,replays/2ndRun\8a67be074d774eeb8b80b1074ef395a8.SC2Replay
624,Dana,67,4850,51,587,Z,0,replays/2ndRun\8a67be074d774eeb8b80b1074ef395a8.SC2Replay
625,Harstem,70,1250,5,643,P,1,replays/2ndRun\8a68dcb706fc4af5a1017550a19bae09.SC2Replay
626,AxImpact,66,7875,88,653,Z,0,replays/2ndRun\8a68dcb706fc4af5a1017550a19bae09.SC2Replay
627,liquidthermy,25,200,2,291,T,0,replays/2ndRun\8a6c476cb5b04162a7212d6396d0e41a.SC2Replay
628,Guru,36,2150,17,440,Z,1,replays/2ndRun\8a6c476cb5b04162a7212d6396d0e41a.SC2Replay
629,OGZest,23,375,2,427,P,1,replays/2ndRun\8a6cd3f7e5b443ca9cab7b5fc01bed17.SC2Replay
630,Kas,27,1425,12,437,T,0,replays/2ndRun\8a6cd3f7e5b443ca9cab7b5fc01bed17.SC2Replay
631,Kas,32,775,7,345,T,0,replays/2ndRun\8a83a36c05fe4a9888ea550157ea915c.SC2Replay
632,soO,35,1125,12,330,Z,1,replays/2ndRun\8a83a36c05fe4a9888ea550157ea915c.SC2Replay
633,liquidthermy,25,0,0,245,P,1,replays/2ndRun\8a83c111ee5343298dfd5ed0424128dc.SC2Replay
634,Zanster,21,850,10,258,Z,0,replays/2ndRun\8a83c111ee5343298dfd5ed0424128dc.SC2Replay
635,Pokebunny,25,350,6,278,T,0,replays/2ndRun\8a9945f24dc84fefb3461d7f1f6a098a.SC2Replay
636,TLO,27,1300,9,364,Z,1,replays/2ndRun\8a9945f24dc84fefb3461d7f1f6a098a.SC2Replay
637,Mana,27,1400,7,392,P,1,replays/2ndRun\8ad0af70dba54f848bdabda1582e7000.SC2Replay
638,Raze,24,250,2,258,P,0,replays/2ndRun\8ad0af70dba54f848bdabda1582e7000.SC2Replay
639,HeRoMaRinE,61,3300,41,650,T,0,replays/2ndRun\8b0af0c5cc8240d5968f432b35cc335e.SC2Replay
640,Zest,64,1400,5,644,P,1,replays/2ndRun\8b0af0c5cc8240d5968f432b35cc335e.SC2Replay
641,Ghost,61,3725,38,738,T,1,replays/2ndRun\8b10a15ed94b468f870ad5dd3abb3d6c.SC2Replay
642,Alexander,50,2575,28,741,T,0,replays/2ndRun\8b10a15ed94b468f870ad5dd3abb3d6c.SC2Replay
643,Maru,31,2000,17,553,T,0,replays/2ndRun\8b15d1aaf7bd4906a2af0c002ef618e5.SC2Replay
644,INnoVation,36,1475,6,520,T,1,replays/2ndRun\8b15d1aaf7bd4906a2af0c002ef618e5.SC2Replay
645,JonSnow,37,2025,32,423,Z,1,replays/2ndRun\8b5ff7a3e1ec421eb2653e6a9ec8a9de.SC2Replay
646,Zanster,50,1800,24,426,Z,0,replays/2ndRun\8b5ff7a3e1ec421eb2653e6a9ec8a9de.SC2Replay
647,Bonkarooni,60,1200,2,563,P,0,replays/2ndRun\8b811ec4d6104d74b378121a50c09786.SC2Replay
648,ZenedoR,53,2825,27,573,Z,1,replays/2ndRun\8b811ec4d6104d74b378121a50c09786.SC2Replay
649,Soulkey,79,4700,56,629,Z,1,replays/2ndRun\8b88ec1ccc6b48deb46d23cd2f579210.SC2Replay
650,Polt,47,2475,39,626,T,0,replays/2ndRun\8b88ec1ccc6b48deb46d23cd2f579210.SC2Replay
651,MaNa,44,1450,8,703,P,1,replays/2ndRun\8bac755f57944520b5a8cac898609e85.SC2Replay
652,Has,48,1075,6,707,P,0,replays/2ndRun\8bac755f57944520b5a8cac898609e85.SC2Replay
653,GOStephano,59,6425,54,696,Z,0,replays/2ndRun\8bb2203cbbab42fabcde720bf34d00fa.SC2Replay
654,Zest,54,2100,8,653,P,1,replays/2ndRun\8bb2203cbbab42fabcde720bf34d00fa.SC2Replay
655,Pono,19,800,13,240,Z,1,replays/2ndRun\8bbd7fd233f041c09332f84a7477d966.SC2Replay
656,benttwig,21,600,10,227,Z,0,replays/2ndRun\8bbd7fd233f041c09332f84a7477d966.SC2Replay
657,Crow,27,1425,30,339,Z,0,replays/2ndRun\8bc981aa005d48459f20f9d62dfe535d.SC2Replay
658,NoRegreT,23,1100,25,317,Z,1,replays/2ndRun\8bc981aa005d48459f20f9d62dfe535d.SC2Replay
659,LiquidSnute,57,2175,39,555,Z,0,replays/2ndRun\8be463927b8840d7ba5e82dabc86d4cb.SC2Replay
660,lllIIIIllll,53,2550,11,577,P,1,replays/2ndRun\8be463927b8840d7ba5e82dabc86d4cb.SC2Replay
661,ByuN,25,800,10,290,T,1,replays/2ndRun\8c03f998ef5d41dba07ede7703b106ab.SC2Replay
662,Lilbow,35,525,3,296,P,0,replays/2ndRun\8c03f998ef5d41dba07ede7703b106ab.SC2Replay
663,TLO,70,7025,83,729,Z,1,replays/2ndRun\8c319cdaa6e44d1c9269ec15cb4fe520.SC2Replay
664,MaNa,71,1600,7,685,P,0,replays/2ndRun\8c319cdaa6e44d1c9269ec15cb4fe520.SC2Replay
665,ShoWTimE,30,1900,8,563,P,1,replays/2ndRun\8c31a4069cbf451f9b7f9dd49790a1ca.SC2Replay
666,DnS,24,1250,7,378,P,0,replays/2ndRun\8c31a4069cbf451f9b7f9dd49790a1ca.SC2Replay
667,Harstem,69,975,5,598,P,1,replays/2ndRun\8c8170da4acd4ceb80c3590f29e155ea.SC2Replay
668,Bunny,60,5100,58,828,T,0,replays/2ndRun\8c8170da4acd4ceb80c3590f29e155ea.SC2Replay
669,Denver,62,8050,68,760,Z,0,replays/2ndRun\8c9893ca2b4f4c5da7880b5806bbc0cb.SC2Replay
670,Stephano,64,6550,59,761,Z,1,replays/2ndRun\8c9893ca2b4f4c5da7880b5806bbc0cb.SC2Replay
671,hydra,81,5275,52,734,Z,1,replays/2ndRun\8cadc4be888e448e82035c6cca1901e9.SC2Replay
672,HuK,69,2300,9,731,P,0,replays/2ndRun\8cadc4be888e448e82035c6cca1901e9.SC2Replay
673,ByuN,50,4950,53,656,T,1,replays/2ndRun\8cae86a3cbc54030852d591769cd485e.SC2Replay
674,Stats,61,2250,8,767,P,0,replays/2ndRun\8cae86a3cbc54030852d591769cd485e.SC2Replay
675,Snute,39,2950,35,466,Z,1,replays/2ndRun\8cb2e2382dd947efa3847903a951432c.SC2Replay
676,Elazer,27,3450,37,499,Z,0,replays/2ndRun\8cb2e2382dd947efa3847903a951432c.SC2Replay
677,LiquidMaNa,55,1425,7,584,P,0,replays/2ndRun\8cc5b1eacfa54ce591a0014f16f82f97.SC2Replay
678,Elazer,70,9200,95,766,Z,1,replays/2ndRun\8cc5b1eacfa54ce591a0014f16f82f97.SC2Replay
679,Serral,19,1525,31,432,Z,0,replays/2ndRun\8ccff03666fd48a58927a11332225e3e.SC2Replay
680,Nerchio,24,1200,26,426,Z,1,replays/2ndRun\8ccff03666fd48a58927a11332225e3e.SC2Replay
681,Harstem,45,2850,11,571,P,0,replays/2ndRun\8ce88f78e6644cf9b81cfc314f60f70e.SC2Replay
682,Neeb,54,1100,6,583,P,1,replays/2ndRun\8ce88f78e6644cf9b81cfc314f60f70e.SC2Replay
683,SortOf,41,1700,24,410,Z,1,replays/2ndRun\8cfc67d6aec44845be4728364ce41bea.SC2Replay
684,Zanster,30,2475,29,447,Z,0,replays/2ndRun\8cfc67d6aec44845be4728364ce41bea.SC2Replay
685,DnS,73,3100,11,888,P,1,replays/2ndRun\8d076e18b35b4523b41ae7555d3e76c7.SC2Replay
686,SpeCial,74,8775,83,901,T,0,replays/2ndRun\8d076e18b35b4523b41ae7555d3e76c7.SC2Replay
687,Bunny,30,500,5,321,T,0,replays/2ndRun\8d13364ad23a4e7c8e0d9bd94644215f.SC2Replay
688,HellraiseR,37,625,4,326,P,1,replays/2ndRun\8d13364ad23a4e7c8e0d9bd94644215f.SC2Replay
689,Elazer,47,2225,48,492,Z,1,replays/2ndRun\8d18f5c424c74c65998055d9bf0aca2a.SC2Replay
690,TSGSolar,36,3950,56,495,Z,0,replays/2ndRun\8d18f5c424c74c65998055d9bf0aca2a.SC2Replay
691,ShaDoWn,35,100,1,668,P,1,replays/2ndRun\8d3d612383204d0a8b0ee674bb37fc01.SC2Replay
692,Semper,26,1475,13,672,T,0,replays/2ndRun\8d3d612383204d0a8b0ee674bb37fc01.SC2Replay
693,FeaR,42,525,3,357,P,0,replays/2ndRun\8d56707e328847c4be34d32a048b41c6.SC2Replay
694,aLive,40,1450,15,442,T,1,replays/2ndRun\8d56707e328847c4be34d32a048b41c6.SC2Replay
695,TRUE,65,7775,89,847,Z,0,replays/2ndRun\8d5a714e03864f2ab9ab54da8effef7c.SC2Replay
696,Nerchio,65,7400,51,842,Z,1,replays/2ndRun\8d5a714e03864f2ab9ab54da8effef7c.SC2Replay
697,LiquidSnute,75,5225,82,692,Z,0,replays/2ndRun\8d5a821c697b4a1395089ea503776006.SC2Replay
698,DnS,68,1925,9,592,P,1,replays/2ndRun\8d5a821c697b4a1395089ea503776006.SC2Replay
699,Geralt,45,100,1,654,P,1,replays/2ndRun\8d9d3d9eccdb4705973309eb5827c152.SC2Replay
700,Patience,45,1900,8,650,P,0,replays/2ndRun\8d9d3d9eccdb4705973309eb5827c152.SC2Replay
701,SpeCial,64,7125,91,1011,T,0,replays/2ndRun\8e02cb7360bf4289975a69563fa56408.SC2Replay
702,Serral,75,11325,157,931,Z,1,replays/2ndRun\8e02cb7360bf4289975a69563fa56408.SC2Replay
703,PiLiPiLi,62,2050,8,643,P,1,replays/2ndRun\8e214ee853cc4e5e969953f9a610936b.SC2Replay
704,Dayshi,57,3475,41,646,T,0,replays/2ndRun\8e214ee853cc4e5e969953f9a610936b.SC2Replay
